영업담당자,거래처,매출일,품목명,입고량,출고량,단가,매출액
담당자없음,가스코아산.,09/18,"CO2 (kg, Bulk)",0,"3,881",210,"815,010"
담당자없음,가스코아산.,09/18,"CO2 (kg, Bulk)",0,"4,200",210,"882,000"
담당자없음,가스코아산.,09/19,"Ar (kg, Bulk)",0,"2,858",500,"1,429,000"
담당자없음,가스코아산.,09/19,"Ar (kg, Bulk)",0,"3,895",500,"1,947,500"
담당자없음,가스코아산.,09/19,"Ar (kg, Bulk)",0,"1,593",500,"796,500"
담당자없음,가스코아산.,09/19,"Ar (kg, Bulk)",0,"4,186",500,"2,093,000"
담당자없음,가스코아산.,09/19,"Ar (kg, Bulk)",0,"9,790",500,"4,895,000"
담당자없음,가스코아산.,09/19,"CO2 (kg, Bulk)",0,"17,450",210,"3,664,500"
담당자없음,가스코아산.,09/19,"CO2 (kg, Bulk)",0,"3,970",210,"833,700"
담당자없음,가스코아산.,09/19,"CO2 (kg, Bulk)",0,"5,450",210,"1,144,500"
담당자없음,가스코아산.,09/19,"O2 (kg, Bulk)",0,"4,202",145,"609,290"
담당자없음,가스코아산.,09/20,입금 (가스매출),0,0,0,0
담당자없음,가스코아산.,09/20,"Ar (kg, Bulk)",0,"19,023",485,"9,226,155"
담당자없음,가스코아산.,09/20,"Ar (kg, Bulk)",0,"5,800",500,"2,900,000"
담당자없음,가스코아산.,09/20,"Ar (kg, Bulk)",0,"5,190",490,"2,543,100"
담당자없음,가스코아산.,09/20,"CO2 (kg, Bulk)",0,"21,670",210,"4,550,700"
담당자없음,가스코아산.,09/20,"CO2 (kg, Bulk)",0,"10,000",210,"2,100,000"
담당자없음,가스코아산.,09/20,"CO2 (kg, Bulk)",0,"11,093",210,"2,329,530"
담당자없음,가스코아산.,09/20,"N2 (kg, Bulk)",0,"3,173",155,"491,815"
담당자없음,가스코아산.,09/20,"N2 (kg, Bulk)",0,"2,648",155,"410,440"
담당자없음,가스코아산.,09/20,"N2 (kg, Bulk)",0,"4,842",155,"750,510"
담당자없음,가스코아산.,09/20,"N2 (kg, Bulk)",0,"6,594",155,"1,022,070"
담당자없음,가스코아산.,09/21,"Ar (kg, Bulk)",0,"3,504",500,"1,752,000"
담당자없음,가스코아산.,09/21,"CO2 (kg, Bulk)",0,"20,986",210,"4,407,060"
담당자없음,가스코아산.,09/21,"CO2 (kg, Bulk)",0,"14,860",210,"3,120,600"
담당자없음,가스코아산.,09/21,"CO2 (kg, Bulk)",0,"6,296",210,"1,322,160"
담당자없음,가스코아산.,09/21,"CO2 (kg, Bulk)",0,"14,746",210,"3,096,660"
담당자없음,가스코아산.,09/21,"CO2 (kg, Bulk)",0,"6,928",210,"1,454,880"
담당자없음,가스코아산.,09/21,"Mix (UHP, H2 0.15% + CO 5% + CO2 14% + N2 18% + He Bal)",4,0,"270,000",0
담당자없음,가스코아산.,09/21,"N2 (kg, Bulk)",0,"3,904",155,"605,120"
담당자없음,가스코아산.,09/21,"N2 (kg, Bulk)",0,"2,501",155,"387,655"
담당자없음,가스코아산.,09/21,"N2 (kg, Bulk)",0,"2,704",155,"419,120"
담당자없음,가스코아산.,09/21,"N2 (kg, Bulk)",0,"11,303",145,"1,638,935"
담당자없음,가스코아산.,09/21,"O2 (kg, Bulk)",0,"18,156",140,"2,541,840"
담당자없음,가스코아산.,09/21,"O2 (UHP, 47L, 99.995%)",5,0,"31,500",0
담당자없음,가스코아산.,09/21,"O2 (UHP, 47L, 99.999%)",1,0,"45,000",0
담당자없음,가스코아산.,09/22,"Ar (kg, Bulk)",0,"2,585",500,"1,292,500"
담당자없음,가스코아산.,09/22,"Ar (kg, Bulk)",0,"6,300",500,"3,150,000"
담당자없음,가스코아산.,09/22,"Ar (kg, Bulk)",0,"5,448",500,"2,724,000"
담당자없음,가스코아산.,09/22,"CO2 (kg, Bulk)",0,"2,411",210,"506,310"
담당자없음,가스코아산.,09/22,"CO2 (kg, Bulk)",0,"3,041",210,"638,610"
담당자없음,가스코아산.,09/22,"CO2 (kg, Bulk)",0,"2,317",210,"486,570"
담당자없음,가스코아산.,09/22,"CO2 (kg, Bulk)",0,"5,370",210,"1,127,700"
담당자없음,가스코아산.,09/22,"O2 (kg, Bulk)",0,"3,810",160,"609,600"
담당자없음,가스코아산.,09/23,"CO2 (kg, Bulk)",0,"4,325",210,"908,250"
담당자없음,가스코아산.,09/23,"CO2 (kg, Bulk)",0,"20,808",210,"4,369,680"
담당자없음,가스코아산.,09/24,"CO2 (kg, Bulk)",0,"3,370",210,"707,700"
담당자없음,가스코아산.,09/24,"CO2 (kg, Bulk)",0,520,210,"109,200"
담당자없음,가스코아산.,09/25,"Ar (kg, Bulk)",0,"8,750",490,"4,287,500"
담당자없음,가스코아산.,09/25,"Ar (kg, Bulk)",0,"4,850",500,"2,425,000"
담당자없음,가스코아산.,09/25,"CO2 (kg, Bulk)",0,"10,200",210,"2,142,000"
담당자없음,가스코아산.,09/25,"CO2 (kg, Bulk)",0,"11,192",210,"2,350,320"
담당자없음,가스코아산.,09/25,"CO2 (kg, Bulk)",0,"21,428",210,"4,499,880"
담당자없음,가스코아산.,09/25,"O2 (kg, Bulk)",0,"3,562",160,"569,920"
담당자없음,가스코아산.,09/26,"Ar (kg, Bulk)",0,"2,849",500,"1,424,500"
담당자없음,가스코아산.,09/26,"Ar (kg, Bulk)",0,"2,881",500,"1,440,500"
담당자없음,가스코아산.,09/26,"Ar (kg, Bulk)",0,"3,790",500,"1,895,000"
담당자없음,가스코아산.,09/26,"Ar (kg, Bulk)",0,"5,440",500,"2,720,000"
담당자없음,가스코아산.,09/26,"Ar (kg, Bulk)",0,"4,008",500,"2,004,000"
담당자없음,가스코아산.,09/26,"CO2 (kg, Bulk)",0,"1,925",210,"404,250"
담당자없음,가스코아산.,09/26,"CO2 (kg, Bulk)",0,"9,300",210,"1,953,000"
담당자없음,가스코아산.,09/26,"CO2 (kg, Bulk)",0,"2,000",210,"420,000"
담당자없음,가스코아산.,09/26,"CO2 (kg, Bulk)",0,"2,982",210,"626,220"
담당자없음,가스코아산.,09/26,"CO2 (kg, Bulk)",0,"2,850",210,"598,500"
담당자없음,가스코아산.,09/26,"CO2 (UHP, 20kg, 99.995%)",1,0,"35,000",0
담당자없음,가스코아산.,09/27,"Ar (kg, Bulk)",0,"4,850",490,"2,376,500"
담당자없음,가스코아산.,09/27,"Ar (kg, Bulk)",0,"6,360",500,"3,180,000"
담당자없음,가스코아산.,09/27,"Ar (kg, Bulk)",0,"2,506",500,"1,253,000"
담당자없음,가스코아산.,09/27,"Ar (kg, Bulk)",0,"15,007",485,"7,278,395"
담당자없음,가스코아산.,09/27,"N2 (kg, Bulk)",0,"5,013",145,"726,885"
담당자없음,가스코아산.,09/27,"N2 (kg, Bulk)",0,"3,503",155,"542,965"
담당자없음,가스코아산.,09/27,"N2 (kg, Bulk)",0,"3,005",155,"465,775"
담당자없음,가스코아산.,09/27,"O2 (kg, Bulk)",0,"6,668",140,"933,520"
담당자없음,가스코아산.,09/30,C3H8 (프로페인),0,1,0,0
담당자없음,가스코아산.,10/02,"CO2 (kg, Bulk)",0,"5,548",210,"1,165,080"
담당자없음,가스코아산.,10/02,"CO2 (kg, Bulk)",0,"15,420",210,"3,238,200"
담당자없음,가스코아산.,10/04,"Ar (kg, Bulk)",0,"2,950",500,"1,475,000"
담당자없음,가스코아산.,10/04,"Ar (kg, Bulk)",0,"3,490",500,"1,745,000"
담당자없음,가스코아산.,10/04,"Ar (kg, Bulk)",0,"3,505",500,"1,752,500"
담당자없음,가스코아산.,10/04,"Ar (kg, Bulk)",0,"3,120",500,"1,560,000"
담당자없음,가스코아산.,10/04,"Ar (kg, Bulk)",0,"3,730",500,"1,865,000"
담당자없음,가스코아산.,10/04,"CO2 (kg, Bulk)",0,"2,842",210,"596,820"
담당자없음,가스코아산.,10/04,"CO2 (kg, Bulk)",0,"4,012",210,"842,520"
담당자없음,가스코아산.,10/04,"CO2 (kg, Bulk)",0,"3,470",210,"728,700"
담당자없음,가스코아산.,10/04,"N2 (kg, Bulk)",0,"7,158",145,"1,037,910"
담당자없음,가스코아산.,10/04,"N2 (kg, Bulk)",0,"4,367",155,"676,885"
담당자없음,가스코아산.,10/04,"N2 (kg, Bulk)",0,"2,839",155,"440,045"
담당자없음,가스코아산.,10/04,"O2 (kg, Bulk)",0,"4,332",150,"649,800"
담당자없음,가스코아산.,10/04,"O2 (kg, Bulk)",0,"3,643",160,"582,880"
담당자없음,가스코아산.,10/05,"Ar (kg, Bulk)",0,"3,855",500,"1,927,500"
담당자없음,가스코아산.,10/05,"CO2 (kg, Bulk)",0,"5,880",210,"1,234,800"
담당자없음,가스코아산.,10/05,"CO2 (kg, Bulk)",0,"20,970",210,"4,403,700"
담당자없음,가스코아산.,10/05,"CO2 (kg, Bulk)",0,"4,935",210,"1,036,350"
담당자없음,가스코아산.,10/05,"CO2 (kg, Bulk)",0,"11,518",210,"2,418,780"
담당자없음,가스코아산.,10/05,"CO2 (kg, Bulk)",0,"9,875",210,"2,073,750"
담당자없음,가스코아산.,10/05,"CO2 (kg, Bulk)",0,"11,551",210,"2,425,710"
담당자없음,가스코아산.,10/06,"Ar (kg, Bulk)",0,"7,020",500,"3,510,000"
담당자없음,가스코아산.,10/06,"Ar (kg, Bulk)",0,"7,710",500,"3,855,000"
담당자없음,가스코아산.,10/06,"Ar (kg, Bulk)",0,"3,260",490,"1,597,400"
담당자없음,가스코아산.,10/06,"CO2 (kg, Bulk)",0,"3,441",210,"722,610"
담당자없음,가스코아산.,10/06,"CO2 (kg, Bulk)",0,"2,104",210,"441,840"
담당자없음,가스코아산.,10/06,"CO2 (kg, Bulk)",0,"1,270",210,"266,700"
담당자없음,가스코아산.,10/06,"CO2 (kg, Bulk)",0,"4,338",210,"910,980"
담당자없음,가스코아산.,10/06,"O2 (kg, Bulk)",0,"7,664",140,"1,072,960"
담당자없음,가스코아산.,10/07,"CO2 (kg, Bulk)",0,"21,438",210,"4,501,980"
담당자없음,가스코아산.,10/08,"CO2 (kg, Bulk)",0,"10,050",210,"2,110,500"
담당자없음,가스코아산.,10/08,"CO2 (kg, Bulk)",0,"4,599",210,"965,790"
담당자없음,가스코아산.,10/08,"CO2 (kg, Bulk)",0,"3,280",210,"688,800"
담당자없음,가스코아산.,10/08,"CO2 (kg, Bulk)",0,"3,105",210,"652,050"
담당자없음,가스코아산.,10/09,"Ar (kg, Bulk)",0,"4,143",500,"2,071,500"
담당자없음,가스코아산.,10/09,"Ar (kg, Bulk)",0,"3,076",500,"1,538,000"
담당자없음,가스코아산.,10/09,"Ar (kg, Bulk)",0,"12,250",490,"6,002,500"
담당자없음,가스코아산.,10/09,"Ar (kg, Bulk)",0,"5,800",500,"2,900,000"
담당자없음,가스코아산.,10/09,"CO2 (kg, Bulk)",0,"21,270",210,"4,466,700"
담당자없음,가스코아산.,10/09,"N2 (kg, Bulk)",0,"3,609",155,"559,395"
담당자없음,가스코아산.,10/09,"N2 (kg, Bulk)",0,"6,515",145,"944,675"
담당자없음,가스코아산.,10/10,"Ar (kg, Bulk)",0,"2,828",500,"1,414,000"
담당자없음,가스코아산.,10/10,"CO2 (kg, Bulk)",0,"11,270",210,"2,366,700"
담당자없음,가스코아산.,10/10,"CO2 (kg, Bulk)",0,"9,745",210,"2,046,450"
담당자없음,가스코아산.,10/10,"CO2 (kg, Bulk)",0,"4,557",210,"956,970"
담당자없음,가스코아산.,10/10,"N2 (kg, Bulk)",0,"2,352",155,"364,560"
담당자없음,가스코아산.,10/10,"N2 (kg, Bulk)",0,"2,752",155,"426,560"
담당자없음,가스코아산.,10/11,"Ar (kg, Bulk)",0,"19,133",485,"9,279,505"
담당자없음,가스코아산.,10/11,"Ar (kg, Bulk)",0,"3,630",490,"1,778,700"
담당자없음,가스코아산.,10/11,"Ar (kg, Bulk)",0,"3,570",500,"1,785,000"
담당자없음,가스코아산.,10/11,"CO2 (kg, Bulk)",0,"21,155",210,"4,442,550"
담당자없음,가스코아산.,10/11,"CO2 (kg, Bulk)",0,"4,842",210,"1,016,820"
담당자없음,가스코아산.,10/11,"CO2 (kg, Bulk)",0,"18,001",210,"3,780,210"
담당자없음,가스코아산.,10/11,"N2 (kg, Bulk)",0,"3,325",155,"515,375"
담당자없음,가스코아산.,10/12,"Ar (kg, Bulk)",0,"2,403",500,"1,201,500"
담당자없음,가스코아산.,10/12,"Ar (kg, Bulk)",0,"7,360",500,"3,680,000"
담당자없음,가스코아산.,10/12,"CO2 (kg, Bulk)",0,"2,599",210,"545,790"
담당자없음,가스코아산.,10/12,"CO2 (kg, Bulk)",0,"2,061",210,"432,810"
담당자없음,가스코아산.,10/12,"CO2 (kg, Bulk)",0,"1,844",210,"387,240"
담당자없음,가스코아산.,10/12,"CO2 (kg, Bulk)",0,"19,579",210,"4,111,590"
담당자없음,가스코아산.,10/12,"N2 (kg, Bulk)",0,"11,003",145,"1,595,435"
담당자없음,가스코아산.,10/12,"O2 (kg, Bulk)",0,"2,936",160,"469,760"
담당자없음,가스코아산.,10/13,"Ar (kg, Bulk)",0,"6,120",500,"3,060,000"
담당자없음,가스코아산.,10/13,"Ar (kg, Bulk)",0,"4,484",500,"2,242,000"
담당자없음,가스코아산.,10/13,"Ar (kg, Bulk)",0,"3,140",500,"1,570,000"
담당자없음,가스코아산.,10/13,"Ar (kg, Bulk)",0,"4,767",500,"2,383,500"
담당자없음,가스코아산.,10/13,"CO2 (kg, Bulk)",0,"21,081",210,"4,427,010"
담당자없음,가스코아산.,10/13,"CO2 (kg, Bulk)",0,"4,430",210,"930,300"
담당자없음,가스코아산.,10/13,"CO2 (kg, Bulk)",0,"4,541",210,"953,610"
담당자없음,가스코아산.,10/13,"CO2 (kg, Bulk)",0,"20,960",210,"4,401,600"
담당자없음,가스코아산.,10/13,"CO2 (kg, Bulk)",0,"8,400",210,"1,764,000"
담당자없음,가스코아산.,10/13,"N2 (kg, Bulk)",0,"3,857",155,"597,835"
담당자없음,가스코아산.,10/13,"N2 (kg, Bulk)",0,"2,130",155,"330,150"
담당자없음,가스코아산.,10/15,"CO2 (kg, Bulk)",0,"8,510",210,"1,787,100"
담당자없음,가스코아산.,10/15,"CO2 (kg, Bulk)",0,"21,470",210,"4,508,700"
담당자없음,가스코아산.,10/16,"Ar (kg, Bulk)",0,"2,836",500,"1,418,000"
담당자없음,가스코아산.,10/16,"Ar (kg, Bulk)",0,"7,260",490,"3,557,400"
담당자없음,가스코아산.,10/16,"Ar (kg, Bulk)",0,"3,130",500,"1,565,000"
담당자없음,가스코아산.,10/16,"CO2 (kg, Bulk)",0,"19,135",210,"4,018,350"
담당자없음,가스코아산.,10/16,"O2 (kg, Bulk)",0,"10,449",140,"1,462,860"
담당자없음,가스코아산.,10/16,"O2 (kg, Bulk)",0,"5,140",155,"796,700"
담당자없음,가스코아산.,10/16,"O2 (kg, Bulk)",0,"3,409",160,"545,440"
담당자없음,가스코아산.,10/17,"Ar (kg, Bulk)",0,"3,960",500,"1,980,000"
담당자없음,가스코아산.,10/17,"Ar (kg, Bulk)",0,"9,130",500,"4,565,000"
담당자없음,가스코아산.,10/17,"CO2 (kg, Bulk)",0,"10,550",210,"2,215,500"
담당자없음,가스코아산.,10/17,"CO2 (kg, Bulk)",0,"6,150",210,"1,291,500"
담당자없음,가스코아산.,10/17,"CO2 (kg, Bulk)",0,"7,810",210,"1,640,100"
담당자없음,가스코아산.,10/17,"N2 (kg, Bulk)",0,"3,734",155,"578,770"
담당자없음,가스코아산.,10/18,입금 (가스매출),0,0,0,0
담당자없음,가스코아산.,10/18,입금 (가스매출),0,0,0,0
담당자없음,가스코아산.,10/18,"Ar (kg, Bulk)",0,"16,391",485,"7,949,635"
담당자없음,가스코아산.,10/18,"Ar (kg, Bulk)",0,"4,870",490,"2,386,300"
담당자없음,가스코아산.,10/18,"Ar (kg, Bulk)",0,"6,130",500,"3,065,000"
담당자없음,가스코아산.,10/18,"CO2 (kg, Bulk)",0,"21,385",210,"4,490,850"
담당자없음,가스코아산.,10/18,"CO2 (kg, Bulk)",0,"13,029",210,"2,736,090"
담당자없음,가스코아산.,10/18,"CO2 (kg, Bulk)",0,"3,602",210,"756,420"
담당자없음,가스코아산.,10/18,"CO2 (kg, Bulk)",0,"4,403",210,"924,630"
담당자없음,가스코아산.,10/18,"Mix (UHP, CO 4% + CO2 8% + He 28% + N2 Bal)",0,1,"270,000","270,000"
담당자없음,가스코아산.,10/18,"Mix (UHP, H2 0.15% + CO 5% + CO2 14% + N2 18% + He Bal)",0,25,"270,000","6,750,000"
담당자없음,가스코아산.,10/18,"Mix (UHP, H2 0.15% + CO 5% + CO2 14% + N2 18% + He Bal)",3,0,"270,000",0
담당자없음,가스코아산.,10/18,"N2 (kg, Bulk)",0,"7,646",145,"1,108,670"
담당자없음,가스코아산.,10/18,"N2 (kg, Bulk)",0,"3,318",155,"514,290"
담당자없음,가스코아산.,10/18,"N2 (kg, Bulk)",0,"2,852",155,"442,060"
담당자없음,가스코아산.,10/18,"O2 (UHP, 47L, 99.995%)",1,0,"31,500",0
담당자없음,가스코아산.,10/18,"O2 (UHP, 47L, 99.995%)",0,11,"31,500","346,500"
담당자없음,가스코아산.,10/19,입금 (가스매출),0,0,0,0
담당자없음,가스코아산.,10/19,"Ar (kg, Bulk)",0,"3,503",500,"1,751,500"
담당자없음,가스코아산.,10/19,"CO2 (kg, Bulk)",0,"20,230",210,"4,248,300"
담당자없음,가스코아산.,10/19,"CO2 (kg, Bulk)",0,"4,979",210,"1,045,590"
담당자없음,가스코아산.,10/19,"CO2 (kg, Bulk)",0,"4,721",210,"991,410"
담당자없음,가스코아산.,10/19,"CO2 (kg, Bulk)",0,"15,493",210,"3,253,530"
담당자없음,가스코아산.,10/19,"N2 (kg, Bulk)",0,"6,916",155,"1,071,980"
담당자없음,가스코아산.,10/19,"N2 (kg, Bulk)",0,"9,305",155,"1,442,275"
담당자없음,가스코아산.,10/20,입금 (가스매출),0,0,0,0
담당자없음,가스코아산.,10/20,"Ar (kg, Bulk)",0,"3,837",500,"1,918,500"
담당자없음,가스코아산.,10/20,"Ar (kg, Bulk)",0,"7,760",500,"3,880,000"
담당자없음,가스코아산.,10/20,"Ar (kg, Bulk)",0,"4,994",500,"2,497,000"
담당자없음,가스코아산.,10/20,"CO2 (kg, Bulk)",0,"20,721",210,"4,351,410"
담당자없음,가스코아산.,10/21,"CO2 (kg, Bulk)",0,"4,890",210,"1,026,900"
담당자없음,가스코아산.,10/21,"CO2 (kg, Bulk)",0,"2,655",210,"557,550"
담당자없음,가스코아산.,10/21,"CO2 (kg, Bulk)",0,"5,115",210,"1,074,150"
담당자없음,가스코아산.,10/23,"Ar (kg, Bulk)",0,"4,160",500,"2,080,000"
담당자없음,가스코아산.,10/23,"Ar (kg, Bulk)",0,"2,130",500,"1,065,000"
담당자없음,가스코아산.,10/23,"Ar (kg, Bulk)",0,"4,810",500,"2,405,000"
담당자없음,가스코아산.,10/23,"Ar (kg, Bulk)",0,"5,870",490,"2,876,300"
담당자없음,가스코아산.,10/23,"Ar (kg, Bulk)",0,"3,550",500,"1,775,000"
담당자없음,가스코아산.,10/23,"CO2 (kg, Bulk)",0,"21,354",210,"4,484,340"
담당자없음,가스코아산.,10/23,"N2 (kg, Bulk)",0,"4,006",155,"620,930"
담당자없음,가스코아산.,10/23,"N2 (kg, Bulk)",0,"3,053",155,"473,215"
담당자없음,가스코아산.,10/23,"O2 (kg, Bulk)",0,"3,618",160,"578,880"
담당자없음,가스코아산.,10/24,"Ar (kg, Bulk)",0,"2,835",500,"1,417,500"
담당자없음,가스코아산.,10/24,"Ar (kg, Bulk)",0,"3,065",500,"1,532,500"
담당자없음,가스코아산.,10/24,"CO2 (kg, Bulk)",0,"20,422",210,"4,288,620"
담당자없음,가스코아산.,10/24,"CO2 (kg, Bulk)",0,"3,873",210,"813,330"
담당자없음,가스코아산.,10/24,"CO2 (kg, Bulk)",0,"21,490",210,"4,512,900"
담당자없음,가스코아산.,10/24,"CO2 (kg, Bulk)",0,"8,433",210,"1,770,930"
담당자없음,가스코아산.,10/24,"CO2 (kg, Bulk)",0,"6,510",210,"1,367,100"
담당자없음,가스코아산.,10/24,"CO2 (kg, Bulk)",0,"3,964",210,"832,440"
담당자없음,가스코아산.,10/24,"CO2 (kg, Bulk)",0,"10,833",210,"2,274,930"
담당자없음,가스코아산.,10/24,"N2 (kg, Bulk)",0,"5,187",145,"752,115"
담당자없음,가스코아산.,10/24,"N2 (kg, Bulk)",0,"9,714",145,"1,408,530"
담당자없음,가스코아산.,10/24,"N2 (kg, Bulk)",0,"2,860",155,"443,300"
담당자없음,가스코아산.,10/24,"O2 (kg, Bulk)",0,"18,874",140,"2,642,360"
담당자없음,가스코아산.,10/25,"Ar (kg, Bulk)",0,"17,130",485,"8,308,050"
담당자없음,가스코아산.,10/25,"Ar (kg, Bulk)",0,"9,060",490,"4,439,400"
담당자없음,가스코아산.,10/25,"Ar (kg, Bulk)",0,"5,290",500,"2,645,000"
담당자없음,가스코아산.,10/25,"Ar (kg, Bulk)",0,"7,140",500,"3,570,000"
담당자없음,가스코아산.,10/25,"CO2 (kg, Bulk)",0,"4,720",210,"991,200"
담당자없음,가스코아산.,10/25,"CO2 (kg, Bulk)",0,"2,905",210,"610,050"
담당자없음,가스코아산.,10/25,"CO2 (kg, Bulk)",0,"11,590",210,"2,433,900"
담당자없음,가스코아산.,10/25,"CO2 (kg, Bulk)",0,"2,759",210,"579,390"
담당자없음,가스코아산.,10/25,"CO2 (kg, Bulk)",0,"2,475",210,"519,750"
담당자없음,가스코아산.,10/25,"N2 (kg, Bulk)",0,"4,473",155,"693,315"
담당자없음,가스코아산.,10/26,"Ar (kg, Bulk)",0,"2,005",500,"1,002,500"
담당자없음,가스코아산.,10/26,"CO2 (kg, Bulk)",0,"21,131",210,"4,437,510"
담당자없음,가스코아산.,10/26,"CO2 (kg, Bulk)",0,"21,060",210,"4,422,600"
담당자없음,가스코아산.,10/26,"CO2 (kg, Bulk)",0,"5,100",210,"1,071,000"
담당자없음,가스코아산.,10/26,"CO2 (kg, Bulk)",0,"16,267",210,"3,416,070"
담당자없음,가스코아산.,10/26,"CO2 (UHP, 20kg, 99.995%)",0,1,0,0
담당자없음,가스코아산.,10/26,"Mix (UHP, CO 4% + CO2 8% + He 28% + N2 Bal)",1,0,0,0
담당자없음,가스코아산.,10/27,"Ar (kg, Bulk)",0,"2,223",500,"1,111,500"
담당자없음,가스코아산.,10/27,"Ar (kg, Bulk)",0,"6,930",500,"3,465,000"
담당자없음,가스코아산.,10/27,"Ar (kg, Bulk)",0,"2,994",500,"1,497,000"
담당자없음,가스코아산.,10/27,"Ar (kg, Bulk)",0,"6,129",500,"3,064,500"
담당자없음,가스코아산.,10/27,"CO2 (kg, Bulk)",0,"20,746",210,"4,356,660"
담당자없음,가스코아산.,10/27,"CO2 (kg, Bulk)",0,"21,509",210,"4,516,890"
담당자없음,가스코아산.,10/27,"O2 (kg, Bulk)",0,"3,851",160,"616,160"
담당자없음,가스코아산.,10/28,"CO2 (kg, Bulk)",0,"3,197",210,"671,370"
담당자없음,가스코아산.,10/30,"Ar (kg, Bulk)",0,"9,610",490,"4,708,900"
담당자없음,가스코아산.,10/30,"Ar (kg, Bulk)",0,"4,460",500,"2,230,000"
담당자없음,가스코아산.,10/30,"Ar (kg, Bulk)",0,"2,506",500,"1,253,000"
담당자없음,가스코아산.,10/30,"CO2 (kg, Bulk)",0,"3,941",210,"827,610"
담당자없음,가스코아산.,10/30,"CO2 (kg, Bulk)",0,"3,974",210,"834,540"
담당자없음,가스코아산.,10/30,"CO2 (kg, Bulk)",0,896,210,"188,160"
담당자없음,가스코아산.,10/30,"CO2 (kg, Bulk)",0,"21,120",210,"4,435,200"
담당자없음,가스코아산.,10/30,"N2 (kg, Bulk)",0,"2,804",155,"434,620"
담당자없음,가스코아산.,10/30,"N2 (kg, Bulk)",0,"13,103",145,"1,899,935"
담당자없음,가스코아산.,10/30,"N2 (kg, Bulk)",0,"3,570",155,"553,350"
담당자없음,가스코아산.,10/30,"O2 (kg, Bulk)",0,"2,974",160,"475,840"
담당자없음,가스코아산.,10/31,"Ar (kg, Bulk)",0,"3,314",500,"1,657,000"
담당자없음,가스코아산.,10/31,"CO2 (kg, Bulk)",0,"8,140",210,"1,709,400"
